rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_equalized_odds_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__equalized_odds_ratio,eval__by_group__1_5,eval__by_group__1_3,eval__by_group__1_2,eval__by_group__1_0,eval__by_group__0_3,eval__by_group__0_2,eval__by_group__0_0,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,True,,False,RobustScaler,CorrelationRemover,,,,1.0,PCA,4,,5.4836273193359375e-06,already_evaluated,0.13309736251831056,0.34_0.12_0.41_0.43_0.39,0.61_0.63_0.63_0.62_0.63,0.020943880081176758,0.3403780771395294,0.62,0.44,0.64,1.0,0.48,0.47,0.47,0.623989525994195,1746712126.583485,uniform,KNeighborsClassifier,,,11,,,,euclidean,,,,,,,,
SMOTE,,6,rebalancing_mitigation_features_normalization_classification,,,,,PowerTransformer,LFR_wrapper,1.0,200,2.0,,PCA,4,,5.4836273193359375e-06,already_evaluated,0.010647869110107422,,,2.7592673778533934,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746712126.6328967,,MLPClassifier,lbfgs,5,,1,,,,,,,invscaling,,,0.001,logistic
NearMiss,4,,mitigation_features_rebalancing_normalization_classification,,True,,True,RobustScaler,CorrelationRemover,,,,0.25,PCA,8,,5.245208740234375e-06,already_evaluated,0.005628824234008789,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.3225394725799561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1746712126.682797,,MLPClassifier,sgd,5,,1,,,,,,,invscaling,,,0.0001,logistic
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,True,,False,,StandardScaler,LFR_wrapper,0.1,200,0.1,,PCA,4,,6.9141387939453125e-06,already_evaluated,0.013621759414672852,0.38_0.26_0.0_0.25_0.73,0.63_0.64_0.63_0.62_0.61,4.772034168243408,0.32571626238888496,0.53,0.64,0.7,0.75,0.35,0.7,0.66,0.623626890361838,1746712126.7380874,,MLPClassifier,sgd,5,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,False,,False,RobustScaler,CorrelationRemover,,,,0.75,FunctionTransformer,,,7.152557373046875e-06,already_evaluated,0.19565300941467284,0.22_0.1_0.0_0.13_0.0,0.67_0.67_0.66_0.67_0.65,0.028239870071411134,0.09184945026668315,0.47,0.49,0.5,1.0,0.16,0.3,0.27,0.6629616205141267,1746712126.7980342,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,5,mitigation_rebalancing_features_normalization_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.5,SelectKBest,,6,1.4781951904296875e-05,already_evaluated,0.00845794677734375,0.43_0.42_0.22_0.35_0.37,0.67_0.69_0.68_0.68_0.67,0.2998549461364746,0.35853895130515406,0.45,0.54,0.55,0.94,0.41,0.71,0.65,0.6770565810574267,1746712126.8626273,,RandomForestClassifier,,,,,25,4,,5,4,3,,entropy,True,,
NearMiss,2,,features_rebalancing_mitigation_normalization_classification,False,,False,,StandardScaler,LFR_wrapper,1.0,10,2.0,,FunctionTransformer,,,6.67572021484375e-06,already_evaluated,0.016591691970825197,0.34_0.24_0.0_0.25_0.0,0.63_0.65_0.63_0.62_0.64,4.327052164077759,0.16692046192106752,0.53,0.64,0.7,0.77,0.19,0.67,0.65,0.6350827464104436,1746712126.9172616,,RandomForestClassifier,,,,,50,2,,2,4,3,,gini,True,,
SMOTE,,5,features_rebalancing_mitigation_normalization_classification,True,,False,,StandardScaler,LFR_wrapper,0.1,50,0.5,,FunctionTransformer,,,6.67572021484375e-06,already_evaluated,0.015282154083251953,0.33_0.63_0.3_0.64_0.13,0.65_0.61_0.63_0.62_0.62,3.53727445602417,0.40477708401095497,0.65,0.73,0.77,0.85,0.46,0.79,0.74,0.6269366808630823,1746712126.9660726,,RandomForestClassifier,,,,,25,2,,4,2,2,,gini,True,,
SMOTE,,8,mitigation_normalization_features_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,0.1,200,0.5,,FunctionTransformer,,,4.5299530029296875e-06,already_evaluated,0.020773601531982423,0.33_0.31_0.0_0.64_0.0,0.65_0.6_0.62_0.62_0.64,3.9894437313079836,0.25594794070807086,0.56,0.68,0.74,0.78,0.27,0.69,0.65,0.6246339845876677,1746712127.019386,,RandomForestClassifier,,,,,75,2,,5,1,1,,gini,False,,
NearMiss,2,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.5,FunctionTransformer,,,4.0531158447265625e-06,already_evaluated,0.008716630935668945,0.23_0.28_0.07_0.11_0.22,0.67_0.67_0.67_0.69_0.65,0.5753427505493164,0.1819865182753999,0.27,0.31,0.27,1.0,0.22,0.39,0.38,0.6695923624087771,1746712127.0724318,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
NearMiss,1,,mitigation_normalization_features_rebalancing_classification,True,,True,,StandardScaler,LFR_wrapper,1.0,50,0.1,,SelectKBest,,4,5.4836273193359375e-06,already_evaluated,0.012878704071044921,0.38_0.26_0.0_0.99_0.54,0.63_0.63_0.62_0.5_0.61,4.434723043441773,0.4313589005225126,0.63,0.7,0.77,0.79,0.45,0.74,0.73,0.597726791067841,1746712127.1260643,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,False,,False,RobustScaler,CorrelationRemover,,,,1.0,FunctionTransformer,,,7.3909759521484375e-06,already_evaluated,0.09621720314025879,0.18_0.18_0.0_0.22_0.09,0.7_0.68_0.69_0.7_0.67,57.15717496871948,0.13467615294859692,0.47,0.52,0.48,1.0,0.13,0.41,0.36,0.6868935374851163,1746712127.1830263,,MLPClassifier,lbfgs,25,,10,,,,,,,invscaling,,,1e-05,relu
SMOTE,,8,mitigation_features_normalization_rebalancing_classification,,True,,True,RobustScaler,LFR_wrapper,0.5,10,0.1,,FunctionTransformer,,,6.67572021484375e-06,already_evaluated,0.1668041706085205,0.41_0.21_0.0_0.61_0.0,0.62_0.65_0.62_0.62_0.63,6.912779140472412,0.24568436638119798,0.53,0.66,0.72,0.77,0.28,0.73,0.65,0.6298653751628387,1746712127.2467797,,MLPClassifier,sgd,25,,20,,,,,,,constant,,,0.001,relu
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,False,,True,RobustScaler,CorrelationRemover,,,,0.75,PCA,2,,6.9141387939453125e-06,already_evaluated,0.010868501663208009,0.16_0.16_0.0_0.0_0.0,0.64_0.64_0.63_0.63_0.63,0.5904967784881592,0.06485710959781152,0.32,0.44,0.48,0.99,0.06,0.22,0.2,0.6343004267760372,1746712127.3088207,,RandomForestClassifier,,,,,50,4,,4,2,3,,gini,False,,
SMOTE,,6,mitigation_rebalancing_normalization_features_classification,,,,,PowerTransformer,LFR_wrapper,1.0,100,2.0,,SelectKBest,,2,6.9141387939453125e-06,already_evaluated,0.017687559127807617,0.65_0.25_0.0_0.58_0.0,0.63_0.63_0.62_0.62_0.64,5.424570608139038,0.29705003782964806,0.61,0.69,0.79,0.81,0.34,0.76,0.72,0.6283025739347954,1746712127.3718145,,MLPClassifier,lbfgs,25,,1,,,,,,,constant,,,0.01,relu
NearMiss,2,,mitigation_normalization_features_rebalancing_classification,,True,,True,RobustScaler,LFR_wrapper,2.0,200,2.0,,PCA,3,,1.049041748046875e-05,already_evaluated,0.023280572891235352,0.57_0.64_0.0_0.53_0.0,0.65_0.61_0.61_0.62_0.64,4.461709976196289,0.3497910179447337,0.71,0.67,0.76,0.83,0.35,0.76,0.73,0.6281463633168567,1746712127.434838,,RandomForestClassifier,,,,,100,6,,5,2,3,,entropy,False,,
FunctionTransformer,,,rebalancing_mitigation_features_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,SelectKBest,,8,6.9141387939453125e-06,already_evaluated,0.20176105499267577,0.21_0.32_0.0_0.11_0.21,0.67_0.66_0.65_0.67_0.66,0.08880867958068847,0.17043705789024333,0.47,0.46,0.48,1.0,0.17,0.45,0.42,0.6647033159596868,1746712127.498755,uniform,KNeighborsClassifier,,,12,,,,euclidean,,,,,,,,
NearMiss,3,,mitigation_features_rebalancing_normalization_classification,False,,True,,StandardScaler,LFR_wrapper,1.0,50,2.0,,PCA,3,,5.9604644775390625e-06,already_evaluated,0.23530540466308594,0.0_0.0_0.0_0.0_0.0,0.5_0.51_0.52_0.5_0.51,3.3259506702423094,0.0,0.41,0.56,0.43,0.51,0.0,0.46,0.55,0.5083158346248038,1746712127.5629866,uniform,KNeighborsClassifier,,,17,,,,manhattan,,,,,,,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,False,,False,RobustScaler,CorrelationRemover,,,,0.5,PCA,6,,5.4836273193359375e-06,already_evaluated,0.020754289627075196,0.19_0.09_0.0_0.2_0.09,0.69_0.69_0.69_0.7_0.68,38.05967831611633,0.11316738223894714,0.54,0.58,0.56,1.0,0.11,0.39,0.48,0.6930830357387963,1746712127.628521,,MLPClassifier,lbfgs,5,,20,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,rebalancing_features_mitigation_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,1.0,FunctionTransformer,,,3.9198474884033203,success,0.3571802616119385,0.0_0.21_0.0_0.11_0.2,0.66_0.65_0.64_0.67_0.65,0.030599546432495118,0.10424503052535883,0.41,0.48,0.49,1.0,0.1,0.43,0.4,0.6553283519725183,1746712132.8823938,uniform,KNeighborsClassifier,,,10,,,,euclidean,,,,,,,,
NearMiss,3,,mitigation_rebalancing_features_normalization_classification,False,,False,,StandardScaler,LFR_wrapper,1.0,50,2.0,,SelectKBest,,6,34.613126277923584,success,0.2785306930541992,0.43_0.28_0.0_0.0_0.15,0.53_0.51_0.51_0.51_0.51,4.738689231872558,0.17254530610694996,0.25,0.45,0.49,0.43,0.47,0.43,0.44,0.5138063397537034,1746712167.5682306,uniform,KNeighborsClassifier,,,17,,,,manhattan,,,,,,,,
SMOTE,,6,mitigation_features_normalization_rebalancing_classification,,True,,True,RobustScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,18.7824490070343,success,0.016192293167114256,0.98_0.6_0.56_0.5_0.0,0.5_0.63_0.6_0.62_0.64,3.6743751525878907,0.5263329465268616,0.83,0.79,0.85,0.89,0.53,0.88,0.79,0.5995063974129609,1746712186.4280617,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,False,,True,RobustScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,25.793281316757202,success,0.017703914642333986,0.36_0.83_0.54_0.54_0.0,0.64_0.58_0.6_0.62_0.64,5.074319219589233,0.4554578300822671,0.7,0.74,0.81,0.88,0.48,0.82,0.74,0.616325708156833,1746712212.3048258,,MLPClassifier,lbfgs,25,,1,,,,,,,invscaling,,,0.01,relu
